route_id,service_id,trip_id,trip_headsign,shape_id
V8-126-123,2667,4299513,Marítim,59
V8-123-126,2667,4299287,Neptú,9
V8-126-123,2667,4299518,Marítim,59
V8-123-126,2667,4299291,Neptú,9
V8-126-123,2667,4299524,Marítim,59
V8-123-126,2667,4299294,Neptú,9
V8-126-123,2667,4299529,Marítim,59
V8-123-126,2667,4299298,Neptú,9
V8-126-123,2667,4299535,Marítim,59
V8-123-126,2667,4299301,Neptú,9
V8-126-123,2667,4299539,Marítim,59
V8-123-126,2667,4299304,Neptú,9
V8-126-123,2667,4299542,Marítim,59
V8-123-126,2667,4299307,Neptú,9
V8-126-123,2667,4299547,Marítim,59
V8-126-123,2667,4299550,Marítim,59
V9-186-56,2667,4298992,Alboraia Peris Aragó,69
V9-66-186,2667,4298650,Riba-roja de Túria,70
V9-186-56,2667,4298993,Alboraia Peris Aragó,69
V9-66-186,2667,4298651,Riba-roja de Túria,70
V9-73-56,2667,4298994,Alboraia Peris Aragó,69
V9-66-186,2667,4298652,Riba-roja de Túria,70
V9-186-56,2667,4298995,Alboraia Peris Aragó,69
V9-66-73,2667,4298653,Av. del Cid,70
V9-73-56,2667,4298996,Alboraia Peris Aragó,69
V9-66-186,2667,4298654,Riba-roja de Túria,70
V9-186-56,2667,4298997,Alboraia Peris Aragó,69
V9-56-73,2667,4298655,Av. del Cid,70
V9-73-56,2667,4298998,Alboraia Peris Aragó,69
V9-56-186,2667,4298656,Riba-roja de Túria,70
V9-186-56,2667,4298999,Alboraia Peris Aragó,69
V9-56-73,2667,4298657,Av. del Cid,70
V9-73-56,2667,4299000,Alboraia Peris Aragó,69
V9-56-186,2667,4298658,Riba-roja de Túria,70
V9-186-56,2667,4299001,Alboraia Peris Aragó,69
V9-56-73,2667,4298659,Av. del Cid,70
V9-73-56,2667,4299002,Alboraia Peris Aragó,69
V9-56-186,2667,4298660,Riba-roja de Túria,70
V9-186-56,2667,4299003,Alboraia Peris Aragó,69
V9-56-73,2667,4298661,Av. del Cid,70
V9-73-56,2667,4299004,Alboraia Peris Aragó,69
V9-56-186,2667,4298662,Riba-roja de Túria,70
V9-186-56,2667,4299005,Alboraia Peris Aragó,69
V9-56-73,2667,4298663,Av. del Cid,70
V9-73-56,2667,4299006,Alboraia Peris Aragó,69
V9-56-186,2667,4298664,Riba-roja de Túria,70
V9-186-56,2667,4299007,Alboraia Peris Aragó,69
V9-56-73,2667,4298665,Av. del Cid,70
V9-73-56,2667,4299008,Alboraia Peris Aragó,69
V9-56-186,2667,4298666,Riba-roja de Túria,70
V9-186-56,2667,4299009,Alboraia Peris Aragó,69
V9-56-73,2667,4298667,Av. del Cid,70
V9-73-56,2667,4299010,Alboraia Peris Aragó,69
V9-56-186,2667,4298668,Riba-roja de Túria,70
V9-186-56,2667,4299011,Alboraia Peris Aragó,69
V9-56-73,2667,4298669,Av. del Cid,70
V9-73-56,2667,4299012,Alboraia Peris Aragó,69
V9-56-186,2667,4298670,Riba-roja de Túria,70
V9-186-56,2667,4299013,Alboraia Peris Aragó,69
V9-56-73,2667,4298671,Av. del Cid,70
V9-73-56,2667,4299014,Alboraia Peris Aragó,69
V9-56-186,2667,4298672,Riba-roja de Túria,70
V9-186-56,2667,4299015,Alboraia Peris Aragó,69
V9-56-73,2667,4298673,Av. del Cid,70
V9-73-56,2667,4299016,Alboraia Peris Aragó,69
V9-56-186,2667,4298674,Riba-roja de Túria,70
V9-186-56,2667,4299017,Alboraia Peris Aragó,69
V9-56-73,2667,4298675,Av. del Cid,70
V9-73-56,2667,4299018,Alboraia Peris Aragó,69
V9-56-186,2667,4298676,Riba-roja de Túria,70
V9-186-56,2667,4299019,Alboraia Peris Aragó,69
V9-56-73,2667,4298677,Av. del Cid,70
V9-73-56,2667,4299020,Alboraia Peris Aragó,69
V9-56-186,2667,4298678,Riba-roja de Túria,70
V9-186-56,2667,4299021,Alboraia Peris Aragó,69
V9-56-73,2667,4298679,Av. del Cid,70
V9-73-56,2667,4299022,Alboraia Peris Aragó,69
V9-56-186,2667,4298680,Riba-roja de Túria,70
V9-186-56,2667,4299023,Alboraia Peris Aragó,69
V9-56-73,2667,4298681,Av. del Cid,70
V9-73-56,2667,4299024,Alboraia Peris Aragó,69
V9-56-186,2667,4298682,Riba-roja de Túria,70
V9-186-56,2667,4299025,Alboraia Peris Aragó,69
V9-56-73,2667,4298683,Av. del Cid,70
V9-73-56,2667,4299026,Alboraia Peris Aragó,69
V9-56-186,2667,4298684,Riba-roja de Túria,70
V9-186-56,2667,4299027,Alboraia Peris Aragó,69
V9-56-73,2667,4298685,Av. del Cid,70
V9-73-56,2667,4299028,Alboraia Peris Aragó,69
V9-56-186,2667,4298686,Riba-roja de Túria,70
V9-186-56,2667,4299029,Alboraia Peris Aragó,69
V9-56-73,2667,4298687,Av. del Cid,70
V9-73-56,2667,4299030,Alboraia Peris Aragó,69
V9-56-186,2667,4298688,Riba-roja de Túria,70
V9-186-56,2667,4299031,Alboraia Peris Aragó,69
V9-56-73,2667,4298689,Av. del Cid,70
V9-73-56,2667,4299032,Alboraia Peris Aragó,69
V9-56-186,2667,4298690,Riba-roja de Túria,70
V9-186-56,2667,4299033,Alboraia Peris Aragó,69
V9-56-73,2667,4298691,Av. del Cid,70
V9-73-56,2667,4299034,Alboraia Peris Aragó,69
V9-56-186,2667,4298692,Riba-roja de Túria,70
V9-186-56,2667,4299035,Alboraia Peris Aragó,69
V9-56-73,2667,4298693,Av. del Cid,70
V9-73-56,2667,4299036,Alboraia Peris Aragó,69
V9-56-186,2667,4298694,Riba-roja de Túria,70
V9-186-56,2667,4299037,Alboraia Peris Aragó,69
V9-56-73,2667,4298695,Av. del Cid,70
V9-73-66,2667,4299038,Machado,69
V9-56-186,2667,4298696,Riba-roja de Túria,70
V9-186-66,2667,4299039,Machado,69
V9-56-73,2667,4298697,Av. del Cid,70
V9-56-186,2667,4298698,Riba-roja de Túria,70
V9-56-73,2667,4298699,Av. del Cid,70
V10-190-197,2667,4299648,Natzaret,74
V10-197-190,2667,4299752,Alacant,73
V10-190-194,2667,4299649,Ciutat Arts i Ciències - Justícia,74
V10-194-190,2667,4299753,Alacant,73
V10-190-197,2667,4299650,Natzaret,74
V10-197-190,2667,4299754,Alacant,73
V10-190-194,2667,4299651,Ciutat Arts i Ciències - Justícia,74
V10-194-190,2667,4299755,Alacant,73
V10-190-197,2667,4299652,Natzaret,74
V10-197-190,2667,4299756,Alacant,73
V10-190-194,2667,4299653,Ciutat Arts i Ciències - Justícia,74
V10-194-190,2667,4299757,Alacant,73
V10-190-197,2667,4299654,Natzaret,74
V10-197-190,2667,4299758,Alacant,73
V10-190-194,2667,4299655,Ciutat Arts i Ciències - Justícia,74
V10-194-190,2667,4299759,Alacant,73
V10-190-197,2667,4299656,Natzaret,74
V10-197-190,2667,4299760,Alacant,73
V10-190-194,2667,4299657,Ciutat Arts i Ciències - Justícia,74
V10-194-190,2667,4299761,Alacant,73
V1-1-39,2667,4299040,Bétera,48
V1-20-13,2667,4298700,Picassent,2
V1-1-36,2667,4299041,Seminari - CEU,48
V1-20-17,2667,4298701,Torrent,2
V1-13-39,2667,4299042,Bétera,48
V1-39-13,2667,4298702,Picassent,2
V1-17-36,2667,4299043,Seminari - CEU,48
V1-36-17,2667,4298703,Torrent,2
V1-13-39,2667,4299044,Bétera,48
V1-39-13,2667,4298704,Picassent,2
V1-17-36,2667,4299045,Seminari - CEU,48
V1-36-17,2667,4298705,Torrent,2
V1-13-39,2667,4299046,Bétera,48
V1-39-13,2667,4298706,Picassent,2
V2-20-44,2667,4299047,Paterna,47
V2-54-107,2667,4298707,Torrent Avinguda,1
V2-107-54,2667,4299048,Llíria,47
V2-44-107,2667,4298708,Torrent Avinguda,1
V2-107-44,2667,4299049,Paterna,47
V2-44-107,2667,4298709,Torrent Avinguda,1
V2-107-54,2667,4299050,Llíria,47
V2-54-107,2667,4298710,Torrent Avinguda,1
V2-107-44,2667,4299051,Paterna,47
V2-44-107,2667,4298711,Torrent Avinguda,1
V2-107-54,2667,4299052,Llíria,47
V2-54-107,2667,4298712,Torrent Avinguda,1
V3-182-56,2667,4299053,Alboraia Peris Aragó,43
V3-56-182,2667,4298713,Aeroport,3
V3-182-64,2667,4299054,Rafelbunyol,43
V3-56-182,2667,4298714,Aeroport,3
V3-182-56,2667,4299055,Alboraia Peris Aragó,43
V3-56-182,2667,4298715,Aeroport,3
V3-182-64,2667,4299056,Rafelbunyol,43
V3-64-182,2667,4298716,Aeroport,3
V3-182-56,2667,4299057,Alboraia Peris Aragó,43
V3-182-64,2667,4299058,Rafelbunyol,43
V5-182-123,2667,4299064,Marítim,7
V5-123-182,2667,4298721,Aeroport,44
V5-182-123,2667,4299065,Marítim,7
V5-123-182,2667,4298722,Aeroport,44
V5-182-123,2667,4299066,Marítim,7
V5-123-182,2667,4298723,Aeroport,44
V5-182-123,2667,4299067,Marítim,7
V5-123-182,2667,4298724,Aeroport,44
V5-182-66,2667,4299068,Machado,7
V5-123-182,2667,4298725,Aeroport,44
V5-73-66,2667,4299069,Machado,7
V5-123-73,2667,4298726,Av. del Cid,44
V7-107-123,2667,4299070,Marítim,45
V7-123-107,2667,4298727,Torrent Avinguda,6
V7-107-123,2667,4299071,Marítim,45
V7-123-107,2667,4298728,Torrent Avinguda,6
V7-107-123,2667,4299072,Marítim,45
V7-123-107,2667,4298729,Torrent Avinguda,6
V7-107-123,2667,4299073,Marítim,45
V7-123-107,2667,4298730,Torrent Avinguda,6
V7-107-66,2667,4299074,Machado,45
V7-123-107,2667,4298731,Torrent Avinguda,6
V7-123-107,2667,4298732,Torrent Avinguda,6
V9-73-56,2667,4299059,Alboraia Peris Aragó,69
V9-66-73,2667,4298717,Av. del Cid,70
V9-186-56,2667,4299060,Alboraia Peris Aragó,69
V9-56-186,2667,4298718,Riba-roja de Túria,70
V9-73-56,2667,4299061,Alboraia Peris Aragó,69
V9-56-186,2667,4298719,Riba-roja de Túria,70
V9-186-56,2667,4299062,Alboraia Peris Aragó,69
V9-56-186,2667,4298720,Riba-roja de Túria,70
V9-186-66,2667,4299063,Machado,69
V10-190-197,2694,4338796,Natzaret,74
V10-197-190,2694,4338936,Alacant,73
V10-190-197,2694,4338797,Natzaret,74
V10-197-190,2694,4338937,Alacant,73
V10-190-197,2694,4338798,Natzaret,74
V10-197-190,2694,4338938,Alacant,73
V10-190-197,2694,4338799,Natzaret,74
V10-197-190,2694,4338939,Alacant,73
V10-190-197,2694,4338800,Natzaret,74
V1-20-36,2694,4337833,Seminari - CEU,48
V10-197-190,2694,4338940,Alacant,73
V10-190-197,2694,4338801,Natzaret,74
V10-194-190,2694,4338941,Alacant,73
V10-190-194,2694,4338802,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2694,4338942,Alacant,73
V10-190-197,2694,4338803,Natzaret,74
V10-194-190,2694,4338943,Alacant,73
V10-190-194,2694,4338804,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2694,4338944,Alacant,73
V10-190-197,2694,4338805,Natzaret,74
V10-194-190,2694,4338945,Alacant,73
V10-190-194,2694,4338806,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2694,4338946,Alacant,73
V10-190-197,2694,4338807,Natzaret,74
V10-194-190,2694,4338947,Alacant,73
V10-190-194,2694,4338808,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2694,4338948,Alacant,73
V10-190-197,2694,4338809,Natzaret,74
V10-194-190,2694,4338949,Alacant,73
V10-190-194,2694,4338810,Ciutat Arts i Ciències - Justícia,74
V1-20-29,2694,4337834,Empalme,48
V10-197-190,2694,4338950,Alacant,73
V10-190-197,2694,4338811,Natzaret,74
V10-194-190,2694,4338951,Alacant,73
V10-190-194,2694,4338812,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2694,4338952,Alacant,73
V10-190-197,2694,4338813,Natzaret,74
V10-194-190,2694,4338953,Alacant,73
V10-190-194,2694,4338814,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2694,4338954,Alacant,73
V10-190-197,2694,4338815,Natzaret,74
V1-29-1,2694,4337376,Castelló,2
V10-194-190,2694,4338955,Alacant,73
V10-190-194,2694,4338816,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2694,4338956,Alacant,73
V10-190-197,2694,4338817,Natzaret,74
V10-194-190,2694,4338957,Alacant,73
V10-190-194,2694,4338818,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2694,4338958,Alacant,73
V10-190-197,2694,4338819,Natzaret,74
V10-194-190,2694,4338959,Alacant,73
V10-190-194,2694,4338820,Ciutat Arts i Ciències - Justícia,74
V1-20-39,2694,4337835,Bétera,48
V10-197-190,2694,4338960,Alacant,73
V10-190-197,2694,4338821,Natzaret,74
V10-194-190,2694,4338961,Alacant,73
V10-190-194,2694,4338822,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2694,4338962,Alacant,73
V10-190-197,2694,4338823,Natzaret,74
V10-194-190,2694,4338963,Alacant,73
V10-190-194,2694,4338824,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2694,4338964,Alacant,73
V10-190-197,2694,4338825,Natzaret,74
V10-194-190,2694,4338965,Alacant,73
V10-190-194,2694,4338826,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2694,4338966,Alacant,73
V10-190-197,2694,4338827,Natzaret,74
V10-194-190,2694,4338967,Alacant,73
V10-190-194,2694,4338828,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2694,4338968,Alacant,73
V10-190-197,2694,4338829,Natzaret,74
V10-194-190,2694,4338969,Alacant,73
V10-190-194,2694,4338830,Ciutat Arts i Ciències - Justícia,74
V1-20-36,2694,4337836,Seminari - CEU,48
V10-197-190,2694,4338970,Alacant,73
V10-190-197,2694,4338831,Natzaret,74
V10-194-190,2694,4338971,Alacant,73
V10-190-194,2694,4338832,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2694,4338972,Alacant,73
V10-190-197,2694,4338833,Natzaret,74
V10-194-190,2694,4338973,Alacant,73
V10-190-194,2694,4338834,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2694,4338974,Alacant,73
V10-190-197,2694,4338835,Natzaret,74
V1-20-5,2694,4337377,L'Alcúdia,2
V10-194-190,2694,4338975,Alacant,73
V10-190-194,2694,4338836,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2694,4338976,Alacant,73
V10-190-197,2694,4338837,Natzaret,74
V10-194-190,2694,4338977,Alacant,73
V10-190-194,2694,4338838,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2694,4338978,Alacant,73
V10-190-197,2694,4338839,Natzaret,74
V10-194-190,2694,4338979,Alacant,73
V10-190-194,2694,4338840,Ciutat Arts i Ciències - Justícia,74
V1-20-29,2694,4337837,Empalme,48
V10-197-190,2694,4338980,Alacant,73
V10-190-197,2694,4338841,Natzaret,74
V10-194-190,2694,4338981,Alacant,73
V10-190-194,2694,4338842,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2694,4338982,Alacant,73
V10-190-197,2694,4338843,Natzaret,74
V10-194-190,2694,4338983,Alacant,73
V10-190-194,2694,4338844,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2694,4338984,Alacant,73
V10-190-197,2694,4338845,Natzaret,74
V1-36-17,2694,4337378,Torrent,2
V10-194-190,2694,4338985,Alacant,73
V10-190-194,2694,4338846,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2694,4338986,Alacant,73
V10-190-197,2694,4338847,Natzaret,74
V10-194-190,2694,4338987,Alacant,73
V10-190-194,2694,4338848,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2694,4338988,Alacant,73
V10-190-197,2694,4338849,Natzaret,74
V10-194-190,2694,4338989,Alacant,73
V10-190-194,2694,4338850,Ciutat Arts i Ciències - Justícia,74
V1-20-39,2694,4337838,Bétera,48
V10-197-190,2694,4338990,Alacant,73
V10-190-197,2694,4338851,Natzaret,74
V10-194-190,2694,4338991,Alacant,73
V10-190-194,2694,4338852,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2694,4338992,Alacant,73
V10-190-197,2694,4338853,Natzaret,74
V10-194-190,2694,4338993,Alacant,73
V10-190-194,2694,4338854,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2694,4338994,Alacant,73
V10-190-197,2694,4338855,Natzaret,74
V1-20-13,2694,4337379,Picassent,2
V10-194-190,2694,4338995,Alacant,73
V10-190-194,2694,4338856,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2694,4338996,Alacant,73
V10-190-197,2694,4338857,Natzaret,74
V10-194-190,2694,4338997,Alacant,73
V10-190-194,2694,4338858,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2694,4338998,Alacant,73
V10-190-197,2694,4338859,Natzaret,74
V10-194-190,2694,4338999,Alacant,73
V10-190-194,2694,4338860,Ciutat Arts i Ciències - Justícia,74
V1-17-39,2694,4337839,Bétera,48
V10-197-190,2694,4339000,Alacant,73
V10-190-197,2694,4338861,Natzaret,74
V10-194-190,2694,4339001,Alacant,73
V10-190-194,2694,4338862,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2694,4339002,Alacant,73
V10-190-197,2694,4338863,Natzaret,74
V10-194-190,2694,4339003,Alacant,73
V10-190-194,2694,4338864,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2694,4339004,Alacant,73
V10-190-197,2694,4338865,Natzaret,74
V1-29-1,2694,4337380,Castelló,2
V10-194-190,2694,4339005,Alacant,73
V10-190-194,2694,4338866,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2694,4339006,Alacant,73
V10-190-197,2694,4338867,Natzaret,74
V10-194-190,2694,4339007,Alacant,73
V10-190-194,2694,4338868,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2694,4339008,Alacant,73
V10-190-197,2694,4338869,Natzaret,74
V10-194-190,2694,4339009,Alacant,73
V10-190-194,2694,4338870,Ciutat Arts i Ciències - Justícia,74
V1-20-29,2694,4337840,Empalme,48
V10-197-190,2694,4339010,Alacant,73
V10-190-197,2694,4338871,Natzaret,74
V10-194-190,2694,4339011,Alacant,73
V10-190-194,2694,4338872,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2694,4339012,Alacant,73
V10-190-197,2694,4338873,Natzaret,74
V10-194-190,2694,4339013,Alacant,73
V10-190-194,2694,4338874,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2694,4339014,Alacant,73
V10-190-197,2694,4338875,Natzaret,74
V10-194-190,2694,4339015,Alacant,73
V10-190-194,2694,4338876,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2694,4339016,Alacant,73
V10-190-197,2694,4338877,Natzaret,74
V10-194-190,2694,4339017,Alacant,73
V10-190-194,2694,4338878,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2694,4339018,Alacant,73
V10-190-197,2694,4338879,Natzaret,74
V10-194-190,2694,4339019,Alacant,73
V10-190-194,2694,4338880,Ciutat Arts i Ciències - Justícia,74
V1-13-36,2694,4337841,Seminari - CEU,48
V10-197-190,2694,4339020,Alacant,73
V10-190-197,2694,4338881,Natzaret,74
V10-194-190,2694,4339021,Alacant,73
V10-190-194,2694,4338882,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2694,4339022,Alacant,73
V10-190-197,2694,4338883,Natzaret,74
V10-194-190,2694,4339023,Alacant,73
V10-190-194,2694,4338884,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2694,4339024,Alacant,73
V10-190-197,2694,4338885,Natzaret,74
V1-36-17,2694,4337381,Torrent,2
V10-194-190,2694,4339025,Alacant,73
V10-190-194,2694,4338886,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2694,4339026,Alacant,73
V10-190-197,2694,4338887,Natzaret,74
V10-194-190,2694,4339027,Alacant,73
V10-190-194,2694,4338888,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2694,4339028,Alacant,73
V10-190-197,2694,4338889,Natzaret,74
V10-194-190,2694,4339029,Alacant,73
V10-190-194,2694,4338890,Ciutat Arts i Ciències - Justícia,74
V1-17-39,2694,4337842,Bétera,48
V10-197-190,2694,4339030,Alacant,73
V10-190-197,2694,4338891,Natzaret,74
V10-194-190,2694,4339031,Alacant,73
V10-190-194,2694,4338892,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2694,4339032,Alacant,73
V10-190-197,2694,4338893,Natzaret,74
V10-194-190,2694,4339033,Alacant,73
V10-190-194,2694,4338894,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2694,4339034,Alacant,73
V10-190-197,2694,4338895,Natzaret,74
V1-39-17,2694,4337382,Torrent,2
V10-194-190,2694,4339035,Alacant,73
V10-190-194,2694,4338896,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2694,4339036,Alacant,73
V10-190-197,2694,4338897,Natzaret,74
V10-194-190,2694,4339037,Alacant,73
V10-190-194,2694,4338898,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2694,4339038,Alacant,73
V10-190-197,2694,4338899,Natzaret,74
V10-194-190,2694,4339039,Alacant,73
V10-190-194,2694,4338900,Ciutat Arts i Ciències - Justícia,74
V1-13-39,2694,4337843,Bétera,48
V10-197-190,2694,4339040,Alacant,73
V10-190-197,2694,4338901,Natzaret,74
V10-194-190,2694,4339041,Alacant,73
V10-190-194,2694,4338902,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2694,4339042,Alacant,73
V10-190-197,2694,4338903,Natzaret,74
V10-194-190,2694,4339043,Alacant,73
V10-190-194,2694,4338904,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2694,4339044,Alacant,73
V10-190-197,2694,4338905,Natzaret,74
V1-29-1,2694,4337383,Castelló,2
V10-194-190,2694,4339045,Alacant,73
V10-190-194,2694,4338906,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2694,4339046,Alacant,73
V10-190-197,2694,4338907,Natzaret,74
V10-194-190,2694,4339047,Alacant,73
V10-190-194,2694,4338908,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2694,4339048,Alacant,73
V10-190-197,2694,4338909,Natzaret,74
V10-194-190,2694,4339049,Alacant,73
V10-190-194,2694,4338910,Ciutat Arts i Ciències - Justícia,74
V1-17-36,2694,4337844,Seminari - CEU,48
V10-197-190,2694,4339050,Alacant,73
V10-190-197,2694,4338911,Natzaret,74
V10-194-190,2694,4339051,Alacant,73
V10-190-194,2694,4338912,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2694,4339052,Alacant,73
V10-190-197,2694,4338913,Natzaret,74
V10-194-190,2694,4339053,Alacant,73
V10-190-194,2694,4338914,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2694,4339054,Alacant,73
V10-190-197,2694,4338915,Natzaret,74
V10-194-190,2694,4339055,Alacant,73
V10-190-194,2694,4338916,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2694,4339056,Alacant,73
V10-190-197,2694,4338917,Natzaret,74
V10-194-190,2694,4339057,Alacant,73
V10-190-194,2694,4338918,Ciutat Arts i Ciències - Justícia,74
V10-197-190,2694,4339058,Alacant,73
V10-190-197,2694,4338919,Natzaret,74
V10-194-190,2694,4339059,Alacant,73
V10-190-194,2694,4338920,Ciutat Arts i Ciències - Justícia,74
V1-5-39,2694,4337845,Bétera,48
V10-197-190,2694,4339060,Alacant,73
V10-190-197,2694,4338921,Natzaret,74
V10-197-190,2694,4339061,Alacant,73
V10-190-197,2694,4338922,Natzaret,74
V10-197-190,2694,4339062,Alacant,73
V10-190-197,2694,4338923,Natzaret,74
V10-197-190,2694,4339063,Alacant,73
V10-190-197,2694,4338924,Natzaret,74
V10-197-190,2694,4339064,Alacant,73
V10-190-197,2694,4338925,Natzaret,74
V1-39-13,2694,4337384,Picassent,2
V10-197-190,2694,4339065,Alacant,73
V1-17-36,2694,4337846,Seminari - CEU,48
V1-39-17,2694,4337385,Torrent,2
V1-1-39,2694,4337847,Bétera,48
V1-36-1,2694,4337386,Castelló,2
V1-17-36,2694,4337848,Seminari - CEU,48
V1-39-13,2694,4337387,Picassent,2
V1-13-36,2694,4337849,Seminari - CEU,48
V1-36-17,2694,4337388,Torrent,2
V1-17-39,2694,4337850,Bétera,48
V1-39-20,2694,4337389,València Sud,2
V1-1-36,2694,4337851,Seminari - CEU,48
V1-36-1,2694,4337390,Castelló,2
V1-17-39,2694,4337852,Bétera,48
V1-39-17,2694,4337391,Torrent,2
V1-36-13,2694,4337392,Picassent,2
V1-13-36,2694,4337853,Seminari - CEU,48
V1-39-17,2694,4337393,Torrent,2
V1-1-39,2694,4337854,Bétera,48
V1-36-1,2694,4337394,Castelló,2
V1-17-36,2694,4337855,Seminari - CEU,48
V1-39-17,2694,4337395,Torrent,2
V1-36-17,2694,4337396,Torrent,2
V1-13-39,2694,4337856,Bétera,48
V1-1-36,2694,4337857,Seminari - CEU,48
V1-39-1,2694,4337397,Castelló,2
V1-17-36,2694,4337858,Seminari - CEU,48
V1-36-17,2694,4337398,Torrent,2
V1-17-39,2694,4337859,Bétera,48
V1-39-17,2694,4337399,Torrent,2
V1-1-36,2694,4337860,Seminari - CEU,48
V1-36-1,2694,4337400,Castelló,2
V1-17-36,2694,4337861,Seminari - CEU,48
V1-39-17,2694,4337401,Torrent,2
V1-17-39,2694,4337862,Bétera,48
V1-36-17,2694,4337402,Torrent,2
V1-1-36,2694,4337863,Seminari - CEU,48
V1-36-1,2694,4337403,Castelló,2
V1-17-39,2694,4337864,Bétera,48
V1-39-17,2694,4337404,Torrent,2
V1-17-36,2694,4337865,Seminari - CEU,48
V1-36-17,2694,4337405,Torrent,2
V1-1-39,2694,4337866,Bétera,48
V1-36-1,2694,4337406,Castelló,2
V1-17-36,2694,4337867,Seminari - CEU,48
V1-39-17,2694,4337407,Torrent,2
V1-17-39,2694,4337868,Bétera,48
V1-36-17,2694,4337408,Torrent,2
V1-1-36,2694,4337869,Seminari - CEU,48
V1-39-1,2694,4337409,Castelló,2
V1-17-39,2694,4337870,Bétera,48
V1-36-13,2694,4337410,Picassent,2
V1-20-36,2694,4337871,Seminari - CEU,48
V1-39-17,2694,4337411,Torrent,2
V1-17-39,2694,4337872,Bétera,48
V1-36-1,2694,4337412,Castelló,2
V1-39-13,2694,4337413,Picassent,2
V1-1-36,2694,4337873,Seminari - CEU,48
V1-36-17,2694,4337414,Torrent,2
V1-17-39,2694,4337874,Bétera,48
V1-39-1,2694,4337415,Castelló,2
V1-13-39,2694,4337875,Bétera,48
V1-36-20,2694,4337416,València Sud,2
V1-20-36,2694,4337876,Seminari - CEU,48
V1-1-36,2694,4337877,Seminari - CEU,48
V1-39-13,2694,4337417,Picassent,2
V1-36-17,2694,4337418,Torrent,2
V1-17-39,2694,4337878,Bétera,48
V1-39-1,2694,4337419,Castelló,2
V1-13-39,2694,4337879,Bétera,48
V1-39-13,2694,4337420,Picassent,2
V1-1-36,2694,4337880,Seminari - CEU,48
V1-36-20,2694,4337421,València Sud,2
V1-17-39,2694,4337881,Bétera,48
V1-36-17,2694,4337422,Torrent,2
V1-13-36,2694,4337882,Seminari - CEU,48
V1-39-1,2694,4337423,Castelló,2
V1-1-39,2694,4337883,Bétera,48
V1-39-17,2694,4337424,Torrent,2
V1-36-17,2694,4337425,Torrent,2
V1-17-36,2694,4337884,Seminari - CEU,48
V1-39-1,2694,4337426,Castelló,2
V1-13-39,2694,4337885,Bétera,48
V1-36-17,2694,4337427,Torrent,2
V1-1-36,2694,4337886,Seminari - CEU,48
V1-39-17,2694,4337428,Torrent,2
V1-17-36,2694,4337887,Seminari - CEU,48
V1-36-1,2694,4337429,Castelló,2
V1-17-39,2694,4337888,Bétera,48
V1-39-17,2694,4337430,Torrent,2
V1-36-17,2694,4337431,Torrent,2
V1-1-36,2694,4337889,Seminari - CEU,48
V1-36-1,2694,4337432,Castelló,2
