route_id,service_id,trip_id,trip_headsign,shape_id
MR-DL,100,2966048,Dr. Lluch,4
NP-MS,100,2966047,Marítim,59
VA-DL,100,2966046,Dr. Lluch,4
TO-MS,100,2966045,Marítim,8
VA-DL,100,2966044,Dr. Lluch,4
LL-EM,100,2966043,Empalme,5
NP-MS,100,2966042,Marítim,59
MR-DL,100,2966041,Dr. Lluch,4
TO-MS,100,2966040,Marítim,8
VA-DL,100,2966039,Dr. Lluch,4
NP-MS,100,2966038,Marítim,59
VA-DL,100,2966037,Dr. Lluch,4
TO-MS,100,2966036,Marítim,8
LL-EM,100,2966035,Empalme,5
MR-DL,100,2966034,Dr. Lluch,4
NP-MS,100,2966033,Marítim,59
VA-DL,100,2966032,Dr. Lluch,4
TO-MS,100,2966031,Marítim,8
VA-DL,100,2966030,Dr. Lluch,4
LL-EM,100,2966029,Empalme,5
NP-MS,100,2966028,Marítim,59
MR-DL,100,2966027,Dr. Lluch,4
TO-MS,100,2966026,Marítim,8
VA-DL,100,2966025,Dr. Lluch,4
NP-MS,100,2966024,Marítim,59
VA-DL,100,2966023,Dr. Lluch,4
TO-MS,100,2966022,Marítim,8
LL-EM,100,2966021,Empalme,5
MR-DL,100,2966020,Dr. Lluch,4
NP-MS,100,2966019,Marítim,59
VA-DL,100,2966018,Dr. Lluch,4
TO-MS,100,2966017,Marítim,8
VA-DL,100,2966016,Dr. Lluch,4
LL-EM,100,2966015,Empalme,5
NP-MS,100,2966014,Marítim,59
MR-DL,100,2966013,Dr. Lluch,4
TO-MS,100,2966012,Marítim,8
VA-DL,100,2966011,Dr. Lluch,4
NP-MS,100,2966010,Marítim,59
VA-DL,100,2966009,Dr. Lluch,4
TO-MS,100,2966008,Marítim,8
LL-EM,100,2966007,Empalme,5
MR-DL,100,2966006,Dr. Lluch,4
NP-MS,100,2966005,Marítim,59
VA-DL,100,2966004,Dr. Lluch,4
TO-MS,100,2966003,Marítim,8
VA-DL,100,2966002,Dr. Lluch,4
LL-EM,100,2966001,Empalme,5
NP-MS,100,2966000,Marítim,59
VA-DL,100,2965999,Dr. Lluch,4
TO-MS,100,2965998,Marítim,8
MR-DL,100,2965997,Dr. Lluch,4
NP-MS,100,2965996,Marítim,59
VA-DL,100,2965995,Dr. Lluch,4
TO-MS,100,2965994,Marítim,8
VA-DL,100,2965993,Dr. Lluch,4
CD-DL,100,2965992,Dr. Lluch,4
NP-MS,100,2965991,Marítim,59
LL-EM,100,2965990,Empalme,5
TO-MS,100,2965989,Marítim,8
MR-DL,100,2965988,Dr. Lluch,4
NP-MS,100,2965987,Marítim,59
CD-DL,100,2965986,Dr. Lluch,4
TO-MS,100,2965985,Marítim,8
VA-DL,100,2965984,Dr. Lluch,4
CD-MS,100,2965983,Marítim,8
CD-DL,100,2965982,Dr. Lluch,4
LL-EM,100,2965981,Empalme,5
TO-MS,100,2965980,Marítim,8
MR-DL,100,2965979,Dr. Lluch,4
CD-DL,100,2965978,Dr. Lluch,4
CD-MS,100,2965977,Marítim,8
VA-DL,100,2965976,Dr. Lluch,4
LL-EM,100,2965975,Empalme,5
CD-DL,100,2965974,Dr. Lluch,4
TO-MS,100,2965973,Marítim,8
MR-DL,100,2965972,Dr. Lluch,4
CD-MS,100,2965971,Marítim,8
VA-DL,100,2965970,Dr. Lluch,4
LL-EM,100,2965969,Empalme,5
TO-MS,100,2965968,Marítim,8
MR-DL,100,2965967,Dr. Lluch,4
VA-DL,100,2965966,Dr. Lluch,4
TO-MS,100,2965965,Marítim,8
LL-EM,100,2965964,Empalme,5
MR-DL,100,2965963,Dr. Lluch,4
VA-DL,100,2965962,Dr. Lluch,4
TO-MS,100,2965961,Marítim,8
CD-DL,100,2965960,Dr. Lluch,4
CD-DL,100,2965959,Dr. Lluch,4
CD-DL,100,2965958,Dr. Lluch,4
CD-DL,100,2965957,Dr. Lluch,4
MS-DL,100,2965956,Dr. Lluch,10
MS-TO,100,2965955,Tossal del Rei,10
DL-VA,100,2965954,Vicent Andrés Estellés,12
MS-TO,100,2965953,Tossal del Rei,10
MS-DL,100,2965952,Dr. Lluch,10
DL-VA,100,2965951,Vicent Andrés Estellés,12
MS-TO,100,2965950,Tossal del Rei,10
EM-LL,100,2965949,Ll. Llarga - Terramelar,25
MS-DL,100,2965948,Dr. Lluch,10
DL-MR,100,2965947,Mas del Rosari,12
MS-NP,100,2965946,Neptú,9
MS-TO,100,2965945,Tossal del Rei,10
DL-VA,100,2965944,Vicent Andrés Estellés,12
MS-NP,100,2965943,Neptú,9
MS-TO,100,2965942,Tossal del Rei,10
DL-MR,100,2965941,Mas del Rosari,12
EM-LL,100,2965940,Ll. Llarga - Terramelar,25
MS-NP,100,2965939,Neptú,9
DL-VA,100,2965938,Vicent Andrés Estellés,12
MS-TO,100,2965937,Tossal del Rei,10
DL-VA,100,2965936,Vicent Andrés Estellés,12
MS-NP,100,2965935,Neptú,9
DL-MR,100,2965934,Mas del Rosari,12
MS-TO,100,2965933,Tossal del Rei,10
EM-LL,100,2965932,Ll. Llarga - Terramelar,25
DL-VA,100,2965931,Vicent Andrés Estellés,12
MS-NP,100,2965930,Neptú,9
DL-VA,100,2965929,Vicent Andrés Estellés,12
MS-TO,100,2965928,Tossal del Rei,10
DL-MR,100,2965927,Mas del Rosari,12
EM-LL,100,2965926,Ll. Llarga - Terramelar,25
MS-NP,100,2965925,Neptú,9
DL-VA,100,2965924,Vicent Andrés Estellés,12
MS-TO,100,2965923,Tossal del Rei,10
DL-VA,100,2965922,Vicent Andrés Estellés,12
DL-MR,100,2965921,Mas del Rosari,12
MS-NP,100,2965920,Neptú,9
MS-TO,100,2965919,Tossal del Rei,10
EM-LL,100,2965918,Ll. Llarga - Terramelar,25
DL-VA,100,2965917,Vicent Andrés Estellés,12
MS-NP,100,2965916,Neptú,9
DL-VA,100,2965915,Vicent Andrés Estellés,12
MS-TO,100,2965914,Tossal del Rei,10
DL-MR,100,2965913,Mas del Rosari,12
EM-LL,100,2965912,Ll. Llarga - Terramelar,25
MS-NP,100,2965911,Neptú,9
DL-VA,100,2965910,Vicent Andrés Estellés,12
MS-TO,100,2965909,Tossal del Rei,10
DL-VA,100,2965908,Vicent Andrés Estellés,12
MS-NP,100,2965907,Neptú,9
DL-MR,100,2965906,Mas del Rosari,12
MS-TO,100,2965905,Tossal del Rei,10
EM-LL,100,2965904,Ll. Llarga - Terramelar,25
DL-VA,100,2965903,Vicent Andrés Estellés,12
MS-NP,100,2965902,Neptú,9
DL-VA,100,2965901,Vicent Andrés Estellés,12
MS-TO,100,2965900,Tossal del Rei,10
DL-MR,100,2965899,Mas del Rosari,12
EM-LL,100,2965898,Ll. Llarga - Terramelar,25
MS-NP,100,2965897,Neptú,9
DL-VA,100,2965896,Vicent Andrés Estellés,12
MS-TO,100,2965895,Tossal del Rei,10
DL-VA,100,2965894,Vicent Andrés Estellés,12
MS-NP,100,2965893,Neptú,9
DL-MR,100,2965892,Mas del Rosari,12
MS-TO,100,2965891,Tossal del Rei,10
EM-LL,100,2965890,Ll. Llarga - Terramelar,25
DL-VA,100,2965889,Vicent Andrés Estellés,12
MS-NP,100,2965888,Neptú,9
DL-VA,100,2965887,Vicent Andrés Estellés,12
MS-TO,100,2965886,Tossal del Rei,10
DL-MR,100,2965885,Mas del Rosari,12
EM-LL,100,2965884,Ll. Llarga - Terramelar,25
MS-NP,100,2965883,Neptú,9
DL-VA,100,2965882,Vicent Andrés Estellés,12
MS-TO,100,2965881,Tossal del Rei,10
DL-VA,100,2965880,Vicent Andrés Estellés,12
MS-NP,100,2965879,Neptú,9
DL-MR,100,2965878,Mas del Rosari,12
MS-TO,100,2965877,Tossal del Rei,10
DL-MR,100,2965876,Mas del Rosari,12
EM-LL,100,2965875,Ll. Llarga - Terramelar,25
MS-NP,100,2965874,Neptú,9
DL-VA,100,2965873,Vicent Andrés Estellés,12
DL-VA,100,2965872,Vicent Andrés Estellés,12
MS-TO,100,2965871,Tossal del Rei,10
EM-LL,100,2965870,Ll. Llarga - Terramelar,25
MS-NP,100,2965869,Neptú,9
DL-VA,100,2965868,Vicent Andrés Estellés,12
MS-TO,100,2965867,Tossal del Rei,10
DL-VA,100,2965866,Vicent Andrés Estellés,12
MS-NP,100,2965865,Neptú,9
DL-MR,100,2965864,Mas del Rosari,12
MS-TO,100,2965863,Tossal del Rei,10
EM-LL,100,2965862,Ll. Llarga - Terramelar,25
DL-VA,100,2965861,Vicent Andrés Estellés,12
MS-NP,100,2965860,Neptú,9
DL-VA,100,2965859,Vicent Andrés Estellés,12
MS-TO,100,2965858,Tossal del Rei,10
DL-MR,100,2965857,Mas del Rosari,12
MS-NP,100,2965856,Neptú,9
DL-VA,100,2965855,Vicent Andrés Estellés,12
MS-TO,100,2965854,Tossal del Rei,10
EM-LL,100,2965853,Ll. Llarga - Terramelar,25
DL-VA,100,2965852,Vicent Andrés Estellés,12
MS-NP,100,2965851,Neptú,9
DL-MR,100,2965850,Mas del Rosari,12
MS-TO,100,2965849,Tossal del Rei,10
EM-LL,100,2965848,Ll. Llarga - Terramelar,25
DL-VA,100,2965847,Vicent Andrés Estellés,12
DL-VA,100,2965846,Vicent Andrés Estellés,12
MS-NP,100,2965845,Neptú,9
MS-TO,100,2965844,Tossal del Rei,10
DL-MR,100,2965843,Mas del Rosari,12
EM-LL,100,2965842,Ll. Llarga - Terramelar,25
MS-NP,100,2965841,Neptú,9
DL-VA,100,2965840,Vicent Andrés Estellés,12
MS-TO,100,2965839,Tossal del Rei,10
DL-VA,100,2965838,Vicent Andrés Estellés,12
DL-MR,100,2965837,Mas del Rosari,12
MS-NP,100,2965836,Neptú,9
MS-TO,100,2965835,Tossal del Rei,10
EM-LL,100,2965834,Ll. Llarga - Terramelar,25
DL-VA,100,2965833,Vicent Andrés Estellés,12
MS-NP,100,2965832,Neptú,9
DL-VA,100,2965831,Vicent Andrés Estellés,12
MS-TO,100,2965830,Tossal del Rei,10
DL-MR,100,2965829,Mas del Rosari,12
EM-LL,100,2965828,Ll. Llarga - Terramelar,25
MS-NP,100,2965827,Neptú,9
DL-VA,100,2965826,Vicent Andrés Estellés,12
MS-TO,100,2965825,Tossal del Rei,10
DL-VA,100,2965824,Vicent Andrés Estellés,12
MS-NP,100,2965823,Neptú,9
DL-MR,100,2965822,Mas del Rosari,12
MS-TO,100,2965821,Tossal del Rei,10
EM-LL,100,2965820,Ll. Llarga - Terramelar,25
DL-VA,100,2965819,Vicent Andrés Estellés,12
MS-NP,100,2965818,Neptú,9
DL-VA,100,2965817,Vicent Andrés Estellés,12
MS-TO,100,2965816,Tossal del Rei,10
DL-MR,100,2965815,Mas del Rosari,12
EM-LL,100,2965814,Ll. Llarga - Terramelar,25
MS-NP,100,2965813,Neptú,9
DL-VA,100,2965812,Vicent Andrés Estellés,12
MS-TO,100,2965811,Tossal del Rei,10
DL-VA,100,2965810,Vicent Andrés Estellés,12
MS-NP,100,2965809,Neptú,9
DL-MR,100,2965808,Mas del Rosari,12
MS-TO,100,2965807,Tossal del Rei,10
EM-LL,100,2965806,Ll. Llarga - Terramelar,25
DL-VA,100,2965805,Vicent Andrés Estellés,12
MS-NP,100,2965804,Neptú,9
DL-VA,100,2965803,Vicent Andrés Estellés,12
MS-TO,100,2965802,Tossal del Rei,10
DL-MR,100,2965801,Mas del Rosari,12
EM-LL,100,2965800,Ll. Llarga - Terramelar,25
MS-NP,100,2965799,Neptú,9
DL-VA,100,2965798,Vicent Andrés Estellés,12
MS-TO,100,2965797,Tossal del Rei,10
DL-VA,100,2965796,Vicent Andrés Estellés,12
MS-NP,100,2965795,Neptú,9
DL-MR,100,2965794,Mas del Rosari,12
MS-TO,100,2965793,Tossal del Rei,10
EM-LL,100,2965792,Ll. Llarga - Terramelar,25
DL-VA,100,2965791,Vicent Andrés Estellés,12
MS-NP,100,2965790,Neptú,9
DL-VA,100,2965789,Vicent Andrés Estellés,12
MS-TO,100,2965788,Tossal del Rei,10
DL-MR,100,2965787,Mas del Rosari,12
EM-LL,100,2965786,Ll. Llarga - Terramelar,25
MS-NP,100,2965785,Neptú,9
DL-VA,100,2965784,Vicent Andrés Estellés,12
MS-TO,100,2965783,Tossal del Rei,10
DL-VA,100,2965782,Vicent Andrés Estellés,12
MS-NP,100,2965781,Neptú,9
DL-MR,100,2965780,Mas del Rosari,12
MS-TO,100,2965779,Tossal del Rei,10
EM-LL,100,2965778,Ll. Llarga - Terramelar,25
DL-VA,100,2965777,Vicent Andrés Estellés,12
MS-NP,100,2965776,Neptú,9
DL-VA,100,2965775,Vicent Andrés Estellés,12
MS-TO,100,2965774,Tossal del Rei,10
DL-MR,100,2965773,Mas del Rosari,12
MS-NP,100,2965772,Neptú,9
DL-VA,100,2965771,Vicent Andrés Estellés,12
MS-TO,100,2965770,Tossal del Rei,10
EM-LL,100,2965769,Ll. Llarga - Terramelar,25
DL-VA,100,2965768,Vicent Andrés Estellés,12
DL-MR,100,2965767,Mas del Rosari,12
MS-TO,100,2965766,Tossal del Rei,10
DL-VA,100,2965765,Vicent Andrés Estellés,12
EM-LL,100,2965764,Ll. Llarga - Terramelar,25
DL-VA,100,2965763,Vicent Andrés Estellés,12
MS-TO,100,2965762,Tossal del Rei,10
DL-VA,100,2965761,Vicent Andrés Estellés,12
DL-MR,100,2965760,Mas del Rosari,12
MS-TO,100,2965759,Tossal del Rei,10
EM-LL,100,2965758,Ll. Llarga - Terramelar,25
DL-VA,100,2965757,Vicent Andrés Estellés,12
MS-TO,100,2965756,Tossal del Rei,10
DL-MR,100,2965755,Mas del Rosari,12
DL-VA,100,2965754,Vicent Andrés Estellés,12
MS-TO,100,2965753,Tossal del Rei,10
EM-LL,100,2965752,Ll. Llarga - Terramelar,25
DL-MR,100,2965751,Mas del Rosari,12
DL-VA,100,2965750,Vicent Andrés Estellés,12
MS-TO,100,2965749,Tossal del Rei,10
EM-LL,100,2965748,Ll. Llarga - Terramelar,25
DL-MR,100,2965747,Mas del Rosari,12
DL-VA,100,2965746,Vicent Andrés Estellés,12
SE-TO,100,2965745,Tossal del Rei,10
EM-LL,100,2965744,Ll. Llarga - Terramelar,25
DL-MR,100,2965743,Mas del Rosari,12
DL-VA,100,2965742,Vicent Andrés Estellés,12
SE-LL,100,2965741,Ll. Llarga - Terramelar,25
SE-TO,100,2965740,Tossal del Rei,10
DL-MR,100,2965739,Mas del Rosari,12
4-SE-VA,100,2965738,Vicent Andrés Estellés,12
1BED,100,2966819,L'Alcúdia,2
3RFD,100,2966497,Aeroport,3
3RFD,100,2966498,Aeroport,3
3RFD,100,2966499,Aeroport,3
3RFD,100,2966448,Aeroport,3
3RFD,100,2966500,Aeroport,3
3RFD,100,2966449,Aeroport,3
3RFD,100,2966496,Aeroport,3
3RFD,100,2966450,Aeroport,3
3RFD,100,2966451,Aeroport,3
3RFD,100,2966452,Aeroport,3
3RFD,100,2966453,Aeroport,3
3RFD,100,2966454,Aeroport,3
3RFD,100,2966455,Aeroport,3
3RFD,100,2966456,Aeroport,3
3RFD,100,2966457,Aeroport,3
3RFD,100,2966458,Aeroport,3
3RFD,100,2966459,Aeroport,3
3RFD,100,2966460,Aeroport,3
3RFD,100,2966461,Aeroport,3
3RFD,100,2966462,Aeroport,3
3RFD,100,2966463,Aeroport,3
3RFD,100,2966464,Aeroport,3
3RFD,100,2966465,Aeroport,3
3RFD,100,2966466,Aeroport,3
3RFD,100,2966467,Aeroport,3
3RFD,100,2966468,Aeroport,3
3RFD,100,2966469,Aeroport,3
3RFD,100,2966470,Aeroport,3
3RFD,100,2966471,Aeroport,3
3RFD,100,2966472,Aeroport,3
3RFD,100,2966473,Aeroport,3
3RFD,100,2966474,Aeroport,3
3RFD,100,2966475,Aeroport,3
3RFD,100,2966476,Aeroport,3
3RFD,100,2966477,Aeroport,3
3RFD,100,2966478,Aeroport,3
3RFD,100,2966479,Aeroport,3
3RFD,100,2966480,Aeroport,3
3RFD,100,2966481,Aeroport,3
3RFD,100,2966482,Aeroport,3
3RFD,100,2966483,Aeroport,3
3RFD,100,2966484,Aeroport,3
3RFD,100,2966485,Aeroport,3
3RFD,100,2966486,Aeroport,3
3RFD,100,2966487,Aeroport,3
3RFD,100,2966488,Aeroport,3
3RFD,100,2966489,Aeroport,3
3RFD,100,2966490,Aeroport,3
3RFD,100,2966491,Aeroport,3
3RFD,100,2966492,Aeroport,3
3RFD,100,2966493,Aeroport,3
3RFD,100,2966494,Aeroport,3
3RFD,100,2966495,Aeroport,3
4MMD,100,2966339,Aeroport,7
4MMD,100,2966340,Aeroport,7
4MMD,100,2966341,Aeroport,7
4MMD,100,2966342,Aeroport,7
4MMD,100,2966343,Aeroport,7
4MMD,100,2966344,Aeroport,7
4MMD,100,2966345,Aeroport,7
4MMD,100,2966346,Aeroport,7
4MMD,100,2966347,Aeroport,7
4MMD,100,2966348,Aeroport,7
4MMD,100,2966349,Aeroport,7
4MMD,100,2966350,Aeroport,7
4MMD,100,2966351,Aeroport,7
4MMD,100,2966352,Aeroport,7
4MMD,100,2966353,Aeroport,7
4MMD,100,2966354,Aeroport,7
4MMD,100,2966355,Aeroport,7
4MMD,100,2966356,Aeroport,7
4MMD,100,2966357,Aeroport,7
4MMD,100,2966358,Aeroport,7
4MMD,100,2966359,Aeroport,7
4MMD,100,2966360,Aeroport,7
4MMD,100,2966361,Aeroport,7
4MMD,100,2966362,Aeroport,7
4MMD,100,2966363,Aeroport,7
4MMD,100,2966364,Aeroport,7
4MMD,100,2966365,Aeroport,7
4MMD,100,2966366,Aeroport,7
4MMD,100,2966367,Aeroport,7
4MMD,100,2966368,Aeroport,7
4MMD,100,2966369,Aeroport,7
4MMD,100,2966370,Aeroport,7
4MMD,100,2966371,Aeroport,7
4MMD,100,2966372,Aeroport,7
4MMD,100,2966373,Aeroport,7
4MMD,100,2966374,Aeroport,7
4MMD,100,2966375,Aeroport,7
4MMD,100,2966376,Aeroport,7
4MMD,100,2966377,Aeroport,7
4MMD,100,2966378,Aeroport,7
4MMD,100,2966379,Aeroport,7
4MMD,100,2966380,Aeroport,7
4MMD,100,2966381,Aeroport,7
4MMD,100,2966382,Aeroport,7
4MMD,100,2966383,Aeroport,7
4MMD,100,2966384,Aeroport,7
4MMD,100,2966385,Aeroport,7
1BEA,100,2966739,Bétera,48
1BEA,100,2966738,Bétera,48
1BEA,100,2966714,Bétera,48
1BEA,100,2966715,Bétera,48
1BEA,100,2966716,Bétera,48
1BEA,100,2966717,Bétera,48
1BEA,100,2966718,Bétera,48
1BEA,100,2966719,Bétera,48
1BEA,100,2966720,Bétera,48
1BEA,100,2966721,Bétera,48
1BEA,100,2966722,Bétera,48
1BEA,100,2966723,Bétera,48
1BEA,100,2966724,Bétera,48
1BEA,100,2966725,Bétera,48
1BEA,100,2966726,Bétera,48
1BEA,100,2966727,Bétera,48
1BEA,100,2966728,Bétera,48
1BEA,100,2966729,Bétera,48
1BEA,100,2966730,Bétera,48
1BEA,100,2966731,Bétera,48
1BEA,100,2966732,Bétera,48
1BEA,100,2966733,Bétera,48
1BEA,100,2966734,Bétera,48
1BEA,100,2966735,Bétera,48
1BEA,100,2966736,Bétera,48
1BEA,100,2966737,Bétera,48
1BED,100,2966818,Castelló,2
1BED,100,2966817,Castelló,2
1BED,100,2966793,Castelló,2
1BED,100,2966794,Castelló,2
1BED,100,2966795,Castelló,2
1BED,100,2966796,Castelló,2
1BED,100,2966797,Castelló,2
1BED,100,2966798,Castelló,2
1BED,100,2966799,Castelló,2
1BED,100,2966800,Castelló,2
1BED,100,2966801,Castelló,2
1BED,100,2966802,Castelló,2
1BED,100,2966803,Castelló,2
1BED,100,2966804,Castelló,2
1BED,100,2966805,Castelló,2
1BED,100,2966806,Castelló,2
1BED,100,2966807,Castelló,2
1BED,100,2966808,Castelló,2
1BED,100,2966809,Castelló,2
1BED,100,2966810,Castelló,2
1BED,100,2966811,Castelló,2
1BED,100,2966812,Castelló,2
1BED,100,2966813,Castelló,2
1BED,100,2966814,Castelló,2
1BED,100,2966815,Castelló,2
1BEA,100,2966711,Empalme,48
1BEA,100,2966713,Empalme,48
1BEA,100,2966712,Empalme,48
1BEA,100,2966764,Empalme,48
1BEA,100,2966710,Empalme,48
3RBD,100,2966289,Riba-roja de Túria,70
3RBD,100,2966290,Riba-roja de Túria,70
3RBD,100,2966291,Riba-roja de Túria,70
3RBD,100,2966292,Riba-roja de Túria,70
3RBD,100,2966267,Riba-roja de Túria,70
3RBD,100,2966268,Riba-roja de Túria,70
3RBD,100,2966269,Riba-roja de Túria,70
3RBD,100,2966270,Riba-roja de Túria,70
3RBD,100,2966271,Riba-roja de Túria,70
3RBD,100,2966272,Riba-roja de Túria,70
3RBD,100,2966273,Riba-roja de Túria,70
3RBD,100,2966274,Riba-roja de Túria,70
3RBD,100,2966275,Riba-roja de Túria,70
3RBD,100,2966276,Riba-roja de Túria,70
3RBD,100,2966277,Riba-roja de Túria,70
3RBD,100,2966278,Riba-roja de Túria,70
3RBD,100,2966279,Riba-roja de Túria,70
3RBD,100,2966280,Riba-roja de Túria,70
3RBD,100,2966281,Riba-roja de Túria,70
3RBD,100,2966282,Riba-roja de Túria,70
3RBD,100,2966283,Riba-roja de Túria,70
3RBD,100,2966284,Riba-roja de Túria,70
3RBD,100,2966285,Riba-roja de Túria,70
3RBD,100,2966286,Riba-roja de Túria,70
3RBD,100,2966287,Riba-roja de Túria,70
3RBD,100,2966288,Riba-roja de Túria,70
2LLA,100,2966709,Llíria,47
2LLA,100,2966658,Llíria,47
2LLA,100,2966659,Llíria,47
2LLA,100,2966660,Llíria,47
2LLA,100,2966661,Llíria,47
2LLA,100,2966662,Llíria,47
2LLA,100,2966663,Llíria,47
2LLA,100,2966664,Llíria,47
2LLA,100,2966665,Llíria,47
2LLA,100,2966666,Llíria,47
2LLA,100,2966667,Llíria,47
2LLA,100,2966668,Llíria,47
2LLA,100,2966669,Llíria,47
2LLA,100,2966670,Llíria,47
2LLA,100,2966671,Llíria,47
2LLA,100,2966672,Llíria,47
2LLA,100,2966673,Llíria,47
2LLA,100,2966674,Llíria,47
2LLA,100,2966675,Llíria,47
2LLA,100,2966676,Llíria,47
2LLA,100,2966677,Llíria,47
2LLA,100,2966678,Llíria,47
2LLA,100,2966679,Llíria,47
2LLA,100,2966680,Llíria,47
2LLA,100,2966681,Llíria,47
2LLA,100,2966682,Llíria,47
2LLA,100,2966683,Llíria,47
3RFD,100,2966443,Alameda,3
3RFD,100,2966444,Alameda,3
3RFD,100,2966445,Alameda,3
3RFD,100,2966446,Alameda,3
4MMD,100,2966386,Alameda,7
4MMD,100,2966387,Alameda,7
4MMD,100,2966388,Alameda,7
4MMD,100,2966389,Alameda,7
5RFD,100,2966599,Alameda,18
4MMA,100,2966439,Marítim,44
4MMA,100,2966438,Marítim,44
4MMA,100,2966440,Marítim,44
4MMA,100,2966391,Marítim,44
4MMA,100,2966441,Marítim,44
4MMA,100,2966392,Marítim,44
4MMA,100,2966442,Marítim,44
4MMA,100,2966393,Marítim,44
4MMA,100,2966394,Marítim,44
4MMA,100,2966395,Marítim,44
4MMA,100,2966396,Marítim,44
4MMA,100,2966397,Marítim,44
4MMA,100,2966398,Marítim,44
4MMA,100,2966399,Marítim,44
4MMA,100,2966400,Marítim,44
4MMA,100,2966401,Marítim,44
4MMA,100,2966402,Marítim,44
4MMA,100,2966403,Marítim,44
4MMA,100,2966404,Marítim,44
4MMA,100,2966405,Marítim,44
4MMA,100,2966406,Marítim,44
4MMA,100,2966407,Marítim,44
4MMA,100,2966408,Marítim,44
4MMA,100,2966409,Marítim,44
4MMA,100,2966410,Marítim,44
4MMA,100,2966411,Marítim,44
4MMA,100,2966412,Marítim,44
4MMA,100,2966413,Marítim,44
4MMA,100,2966414,Marítim,44
4MMA,100,2966415,Marítim,44
4MMA,100,2966416,Marítim,44
4MMA,100,2966417,Marítim,44
4MMA,100,2966418,Marítim,44
4MMA,100,2966419,Marítim,44
4MMA,100,2966420,Marítim,44
4MMA,100,2966421,Marítim,44
4MMA,100,2966422,Marítim,44
4MMA,100,2966423,Marítim,44
4MMA,100,2966424,Marítim,44
4MMA,100,2966425,Marítim,44
4MMA,100,2966426,Marítim,44
4MMA,100,2966427,Marítim,44
4MMA,100,2966428,Marítim,44
4MMA,100,2966429,Marítim,44
4MMA,100,2966430,Marítim,44
4MMA,100,2966431,Marítim,44
4MMA,100,2966432,Marítim,44
4MMA,100,2966433,Marítim,44
4MMA,100,2966434,Marítim,44
4MMA,100,2966435,Marítim,44
4MMA,100,2966436,Marítim,44
4MMA,100,2966437,Marítim,44
5MMA,100,2966598,Marítim,45
5MMA,100,2966553,Marítim,45
5MMA,100,2966554,Marítim,45
5MMA,100,2966555,Marítim,45
5MMA,100,2966556,Marítim,45
5MMA,100,2966557,Marítim,45
5MMA,100,2966558,Marítim,45
5MMA,100,2966559,Marítim,45
5MMA,100,2966560,Marítim,45
5MMA,100,2966561,Marítim,45
5MMA,100,2966562,Marítim,45
5MMA,100,2966563,Marítim,45
5MMA,100,2966564,Marítim,45
5MMA,100,2966565,Marítim,45
5MMA,100,2966566,Marítim,45
5MMA,100,2966567,Marítim,45
5MMA,100,2966568,Marítim,45
5MMA,100,2966569,Marítim,45
5MMA,100,2966570,Marítim,45
5MMA,100,2966571,Marítim,45
5MMA,100,2966572,Marítim,45
5MMA,100,2966573,Marítim,45
5MMA,100,2966574,Marítim,45
5MMA,100,2966575,Marítim,45
5MMA,100,2966576,Marítim,45
5MMA,100,2966577,Marítim,45
5MMA,100,2966578,Marítim,45
5MMA,100,2966579,Marítim,45
5MMA,100,2966580,Marítim,45
5MMA,100,2966581,Marítim,45
5MMA,100,2966582,Marítim,45
5MMA,100,2966583,Marítim,45
5MMA,100,2966584,Marítim,45
5MMA,100,2966585,Marítim,45
5MMA,100,2966586,Marítim,45
5MMA,100,2966587,Marítim,45
5MMA,100,2966588,Marítim,45
5MMA,100,2966589,Marítim,45
5MMA,100,2966590,Marítim,45
5MMA,100,2966591,Marítim,45
5MMA,100,2966592,Marítim,45
5MMA,100,2966593,Marítim,45
5MMA,100,2966594,Marítim,45
5MMA,100,2966595,Marítim,45
5MMA,100,2966596,Marítim,45
5MMA,100,2966597,Marítim,45
1BED,100,2966766,Picassent,2
2LLA,100,2966684,Paterna,47
2LLA,100,2966685,Paterna,47
2LLA,100,2966686,Paterna,47
2LLA,100,2966687,Paterna,47
2LLA,100,2966688,Paterna,47
2LLA,100,2966689,Paterna,47
2LLA,100,2966690,Paterna,47
2LLA,100,2966691,Paterna,47
2LLA,100,2966692,Paterna,47
2LLA,100,2966693,Paterna,47
2LLA,100,2966694,Paterna,47
2LLA,100,2966695,Paterna,47
2LLA,100,2966696,Paterna,47
2LLA,100,2966697,Paterna,47
2LLA,100,2966698,Paterna,47
2LLA,100,2966699,Paterna,47
2LLA,100,2966700,Paterna,47
2LLA,100,2966701,Paterna,47
2LLA,100,2966702,Paterna,47
2LLA,100,2966703,Paterna,47
2LLA,100,2966704,Paterna,47
2LLA,100,2966705,Paterna,47
2LLA,100,2966706,Paterna,47
2LLA,100,2966707,Paterna,47
2LLA,100,2966708,Paterna,47
3RBA,100,2966527,Alboraia Peris Aragó,69
3RBA,100,2966528,Alboraia Peris Aragó,69
3RFA,100,2966185,Alboraia Peris Aragó,43
3RBA,100,2966529,Alboraia Peris Aragó,69
3RFA,100,2966186,Alboraia Peris Aragó,43
3RBA,100,2966530,Alboraia Peris Aragó,69
3RFA,100,2966187,Alboraia Peris Aragó,43
3RBA,100,2966531,Alboraia Peris Aragó,69
3RFA,100,2966188,Alboraia Peris Aragó,43
3RBA,100,2966532,Alboraia Peris Aragó,69
3RFA,100,2966189,Alboraia Peris Aragó,43
3RBA,100,2966533,Alboraia Peris Aragó,69
